Script started on 2023-03-21 16:32:56+01:00 [TERM="xterm-256color" TTY="/dev/pts/10" COLUMNS="109" LINES="26"]
not found: "/home/pi/ros2_galactic/install/qt_gui_cpp/share/qt_gui_cpp/local_setup.sh"
]0;asdfr_04@asdfr-rpi-4: ~/ASDfR/ros2_ws/src/timing/launch[01;32masdfr_04@asdfr-rpi-4[00m:[01;34m~/ASDfR/ros2_ws/src/timing/launch $[00m ros2 launch assignment23.py
[INFO] [launch]: All log files can be found below /home/asdfr_04/.ros/log/2023-03-21-16-33-15-833145-asdfr-rpi-4-6539
[INFO] [launch]: Default logging verbosity is set to INFO
Task exception was never retrieved


[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [Seq04-1]: process started with pid [6552]
[INFO] [Loop04-2]: process started with pid [6553]
[Seq04-1] [INFO] [1679412844.988988155] [seq04]: Publishing FROM SEQ04: '146
[Seq04-1] [INFO] [1679412844.991865337] [seq04]: Publishing FROM SEQ04: '147
[Seq04-1] [INFO] [1679412844.993905044] [seq04]: Publishing FROM SEQ04: '148
[Seq04-1] [INFO] [1679412844.995896936] [seq04]: Publishing FROM SEQ04: '149
[Seq04-1] [INFO] [1679412844.997451258] [seq04]: Publishing FROM SEQ04: '150
[Seq04-1] [INFO] [1679412844.999277596] [seq04]: Publishing FROM SEQ04: '151
[Seq04-1] [INFO] [1679412845.000326477] [seq04]: Publishing FROM SEQ04: '152
[Seq04-1] [INFO] [1679412845.003341602] [seq04]: Publishing FROM SEQ04: '153
[Seq04-1] [INFO] [1679412845.004422890] [seq04]: Publishing FROM SEQ04: '154
[Seq04-1] [INFO] [1679412845.007536441] [seq04]: Publishing FROM SEQ04: '155
[Seq04-1] [INFO] [1679412845.010943582] [seq04]: Publishing FROM SEQ04: '156
[Seq04-1] [INFO] [1679412845.011969723] [seq04]: Publishing FROM SEQ04: '157
[Seq04-1] [INFO] [1679412845.013921189] [seq04]: Publishing FROM SEQ04: '158
[Seq04-1] [INFO] [1679412845.014681461] [seq04]: Loop04 topic received: '157
[Seq04-1] [INFO] [1679412845.015017144] [seq04]: Publishing FROM SEQ04: '159
[Seq04-1] [INFO] [1679412845.017161961] [seq04]: Publishing FROM SEQ04: '160
[Seq04-1] [INFO] [1679412845.018740857] [seq04]: Loop04 topic received: '159
[Seq04-1] [INFO] [1679412845.019092410] [seq04]: Publishing FROM SEQ04: '161
[Seq04-1] [INFO] [1679412845.021061062] [seq04]: Publishing FROM SEQ04: '162
[Seq04-1] [INFO] [1679412845.023085176] [seq04]: Loop04 topic received: '162
[Seq04-1] [INFO] [1679412845.023432710] [seq04]: Publishing FROM SEQ04: '163
[Seq04-1] [INFO] [1679412845.025466473] [seq04]: Publishing FROM SEQ04: '164
[Seq04-1] [INFO] [1679412845.027060183] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.027412884] [seq04]: Publishing FROM SEQ04: '165
[Seq04-1] [INFO] [1679412845.029935680] [seq04]: Publishing FROM SEQ04: '166
[Seq04-1] [INFO] [1679412845.031747481] [seq04]: Loop04 topic received: '166
[Seq04-1] [INFO] [1679412845.032104960] [seq04]: Publishing FROM SEQ04: '167
[Seq04-1] [INFO] [1679412845.034002612] [seq04]: Publishing FROM SEQ04: '168
[Seq04-1] [INFO] [1679412845.035734414] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.036177115] [seq04]: Publishing FROM SEQ04: '169
[Seq04-1] [INFO] [1679412845.038349746] [seq04]: Publishing FROM SEQ04: '170
[Seq04-1] [INFO] [1679412845.040279658] [seq04]: Loop04 topic received: '170
[Seq04-1] [INFO] [1679412845.040700173] [seq04]: Publishing FROM SEQ04: '171
[Seq04-1] [INFO] [1679412845.042815917] [seq04]: Publishing FROM SEQ04: '172
[Seq04-1] [INFO] [1679412845.044296887] [seq04]: Loop04 topic received: '172
[Seq04-1] [INFO] [1679412845.044738958] [seq04]: Publishing FROM SEQ04: '173
[Seq04-1] [INFO] [1679412845.046885886] [seq04]: Publishing FROM SEQ04: '174
[Seq04-1] [INFO] [1679412845.048849742] [seq04]: Loop04 topic received: '174
[Seq04-1] [INFO] [1679412845.049205665] [seq04]: Publishing FROM SEQ04: '175
[Seq04-1] [INFO] [1679412845.051038484] [seq04]: Publishing FROM SEQ04: '176
[Seq04-1] [INFO] [1679412845.054718346] [seq04]: Loop04 topic received: '176
[Seq04-1] [INFO] [1679412845.055083269] [seq04]: Publishing FROM SEQ04: '177
[Seq04-1] [INFO] [1679412845.057017347] [seq04]: Publishing FROM SEQ04: '178
[Seq04-1] [INFO] [1679412845.059659808] [seq04]: Loop04 topic received: '178
[Seq04-1] [INFO] [1679412845.060077768] [seq04]: Publishing FROM SEQ04: '179
[Seq04-1] [INFO] [1679412845.062153660] [seq04]: Publishing FROM SEQ04: '180
[Seq04-1] [INFO] [1679412845.064047627] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.064406865] [seq04]: Publishing FROM SEQ04: '181
[Seq04-1] [INFO] [1679412845.066149908] [seq04]: Publishing FROM SEQ04: '182
[Seq04-1] [INFO] [1679412845.067913043] [seq04]: Loop04 topic received: '181
[Seq04-1] [INFO] [1679412845.068322743] [seq04]: Publishing FROM SEQ04: '183
[Seq04-1] [INFO] [1679412845.069828213] [seq04]: Publishing FROM SEQ04: '184
[Seq04-1] [INFO] [1679412845.073185188] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.073543871] [seq04]: Publishing FROM SEQ04: '185
[Seq04-1] [INFO] [1679412845.075940630] [seq04]: Publishing FROM SEQ04: '186
[Seq04-1] [INFO] [1679412845.077808950] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.078228780] [seq04]: Publishing FROM SEQ04: '187
[Seq04-1] [INFO] [1679412845.080698650] [seq04]: Publishing FROM SEQ04: '188
[Seq04-1] [INFO] [1679412845.083425759] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.083869312] [seq04]: Publishing FROM SEQ04: '189
[Seq04-1] [INFO] [1679412845.086042073] [seq04]: Publishing FROM SEQ04: '190
[Seq04-1] [INFO] [1679412845.088043447] [seq04]: Loop04 topic received: '190
[Seq04-1] [INFO] [1679412845.088397703] [seq04]: Publishing FROM SEQ04: '191
[Seq04-1] [INFO] [1679412845.090411466] [seq04]: Publishing FROM SEQ04: '192
[Seq04-1] [INFO] [1679412845.092436525] [seq04]: Loop04 topic received: '192
[Seq04-1] [INFO] [1679412845.092878392] [seq04]: Publishing FROM SEQ04: '193
[Seq04-1] [INFO] [1679412845.094907729] [seq04]: Publishing FROM SEQ04: '194
[Seq04-1] [INFO] [1679412845.096334662] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.096785381] [seq04]: Publishing FROM SEQ04: '195
[Seq04-1] [INFO] [1679412845.099021327] [seq04]: Publishing FROM SEQ04: '196
[Seq04-1] [INFO] [1679412845.100742481] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.101173589] [seq04]: Publishing FROM SEQ04: '197
[Seq04-1] [INFO] [1679412845.102883558] [seq04]: Publishing FROM SEQ04: '198
[Seq04-1] [INFO] [1679412845.104906857] [seq04]: Loop04 topic received: '198
[Seq04-1] [INFO] [1679412845.105257984] [seq04]: Publishing FROM SEQ04: '199
[Seq04-1] [INFO] [1679412845.107132729] [seq04]: Publishing FROM SEQ04: '200
[Seq04-1] [INFO] [1679412845.108858772] [seq04]: Loop04 topic received: '199
[Seq04-1] [INFO] [1679412845.109257121] [seq04]: Publishing FROM SEQ04: '201
[Seq04-1] [INFO] [1679412845.111088792] [seq04]: Publishing FROM SEQ04: '202
[Seq04-1] [INFO] [1679412845.114757857] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.115120799] [seq04]: Publishing FROM SEQ04: '203
[Seq04-1] [INFO] [1679412845.117066618] [seq04]: Publishing FROM SEQ04: '204
[Seq04-1] [INFO] [1679412845.123364311] [seq04]: Loop04 topic received: '204
[Seq04-1] [INFO] [1679412845.123817863] [seq04]: Publishing FROM SEQ04: '205
[Seq04-1] [INFO] [1679412845.125867274] [seq04]: Publishing FROM SEQ04: '206
[Seq04-1] [INFO] [1679412845.130747441] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.131130327] [seq04]: Publishing FROM SEQ04: '207
[Seq04-1] [INFO] [1679412845.134768096] [seq04]: Publishing FROM SEQ04: '208
[Seq04-1] [INFO] [1679412845.136847154] [seq04]: Loop04 topic received: '208
[Seq04-1] [INFO] [1679412845.137982127] [seq04]: Publishing FROM SEQ04: '209
[Seq04-1] [INFO] [1679412845.139921927] [seq04]: Loop04 topic received: '209
[Seq04-1] [INFO] [1679412845.140318017] [seq04]: Publishing FROM SEQ04: '210
[Seq04-1] [INFO] [1679412845.142515482] [seq04]: Publishing FROM SEQ04: '211
[Seq04-1] [INFO] [1679412845.144477726] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.144913260] [seq04]: Publishing FROM SEQ04: '212
[Seq04-1] [INFO] [1679412845.146741024] [seq04]: Publishing FROM SEQ04: '213
[Seq04-1] [INFO] [1679412845.148910934] [seq04]: Loop04 topic received: '213
[Seq04-1] [INFO] [1679412845.150503866] [seq04]: Publishing FROM SEQ04: '214
[Seq04-1] [INFO] [1679412845.152503833] [seq04]: Publishing FROM SEQ04: '215
[Seq04-1] [INFO] [1679412845.154008710] [seq04]: Loop04 topic received: '215
[Seq04-1] [INFO] [1679412845.154362226] [seq04]: Publishing FROM SEQ04: '216
[Seq04-1] [INFO] [1679412845.157926496] [seq04]: Publishing FROM SEQ04: '217
[Seq04-1] [INFO] [1679412845.159913073] [seq04]: Loop04 topic received: '217
[Seq04-1] [INFO] [1679412845.161876151] [seq04]: Publishing FROM SEQ04: '218
[Seq04-1] [INFO] [1679412845.163738989] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.164946239] [seq04]: Publishing FROM SEQ04: '219
[Seq04-1] [INFO] [1679412845.166898502] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.167246814] [seq04]: Publishing FROM SEQ04: '220
[Seq04-1] [INFO] [1679412845.169118189] [seq04]: Publishing FROM SEQ04: '221
[Seq04-1] [INFO] [1679412845.171080434] [seq04]: Loop04 topic received: '221
[Seq04-1] [INFO] [1679412845.171441227] [seq04]: Publishing FROM SEQ04: '222
[Seq04-1] [INFO] [1679412845.174717666] [seq04]: Publishing FROM SEQ04: '223
[Seq04-1] [INFO] [1679412845.176817853] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.177171184] [seq04]: Publishing FROM SEQ04: '224
[Seq04-1] [INFO] [1679412845.179416112] [seq04]: Publishing FROM SEQ04: '225
[Seq04-1] [INFO] [1679412845.181383023] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.182689032] [seq04]: Publishing FROM SEQ04: '226
[Seq04-1] [INFO] [1679412845.184707128] [seq04]: Loop04 topic received: '226
[Seq04-1] [INFO] [1679412845.185060440] [seq04]: Publishing FROM SEQ04: '227
[Seq04-1] [INFO] [1679412845.186769612] [seq04]: Publishing FROM SEQ04: '228
[Seq04-1] [INFO] [1679412845.188773819] [seq04]: Loop04 topic received: '228
[Seq04-1] [INFO] [1679412845.189170742] [seq04]: Publishing FROM SEQ04: '229
[Seq04-1] [INFO] [1679412845.190935673] [seq04]: Publishing FROM SEQ04: '230
[Seq04-1] [INFO] [1679412845.192936103] [seq04]: Loop04 topic received: '230
[Seq04-1] [INFO] [1679412845.193290211] [seq04]: Publishing FROM SEQ04: '231
[Seq04-1] [INFO] [1679412845.195144475] [seq04]: Publishing FROM SEQ04: '232
[Seq04-1] [INFO] [1679412845.197089053] [seq04]: Loop04 topic received: '232
[Seq04-1] [INFO] [1679412845.197439273] [seq04]: Publishing FROM SEQ04: '233
[Seq04-1] [INFO] [1679412845.199783736] [seq04]: Publishing FROM SEQ04: '234
[Seq04-1] [INFO] [1679412845.202071904] [seq04]: Loop04 topic received: '234
[Seq04-1] [INFO] [1679412845.203216451] [seq04]: Publishing FROM SEQ04: '235
[Seq04-1] [INFO] [1679412845.205401435] [seq04]: Loop04 topic received: '235
[Seq04-1] [INFO] [1679412845.205839061] [seq04]: Publishing FROM SEQ04: '236
[Seq04-1] [INFO] [1679412845.207825176] [seq04]: Publishing FROM SEQ04: '237
[Seq04-1] [INFO] [1679412845.209631903] [seq04]: Loop04 topic received: '237
[Seq04-1] [INFO] [1679412845.209988974] [seq04]: Publishing FROM SEQ04: '238
[Seq04-1] [INFO] [1679412845.211747387] [seq04]: Publishing FROM SEQ04: '239
[Seq04-1] [INFO] [1679412845.213381875] [seq04]: Loop04 topic received: '238
[Seq04-1] [INFO] [1679412845.213859131] [seq04]: Publishing FROM SEQ04: '240
[Seq04-1] [INFO] [1679412845.216029114] [seq04]: Publishing FROM SEQ04: '241
[Seq04-1] [INFO] [1679412845.217813879] [seq04]: Loop04 topic received: '241
[Seq04-1] [INFO] [1679412845.218235024] [seq04]: Publishing FROM SEQ04: '242
[Seq04-1] [INFO] [1679412845.220070028] [seq04]: Publishing FROM SEQ04: '243
[Seq04-1] [INFO] [1679412845.222512121] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679412845.222948710] [seq04]: Publishing FROM SEQ04: '244
[Seq04-1] [INFO] [1679412845.224736864] [seq04]: Publishing FROM SEQ04: '245
[Seq04-1] [INFO] [1679412845.226680442] [seq04]: Loop04 topic received: '245
[Seq04-1] [INFO] [1679412845.227031217] [seq04]: Publishing FROM SEQ04: '246
[Seq04-1] [INFO] [1679412845.228816870] [seq04]: Publishing FROM SEQ04: '247
[Seq04-1] [INFO] [1679412845.231053316] [seq04]: Loop04 topic received: '247
[Seq04-1] [INFO] [1679412845.231403110] [seq04]: Publishing FROM SEQ04: '248
