Script started on 2023-03-21 16:48:22+01:00 [TERM="xterm-256color" TTY="/dev/pts/12" COLUMNS="109" LINES="28"]
not found: "/home/pi/ros2_galactic/install/qt_gui_cpp/share/qt_gui_cpp/local_setup.sh"
]0;asdfr_04@asdfr-rpi-4: ~/ASDfR/ros2_ws/src/timing/launch[01;32masdfr_04@asdfr-rpi-4[00m:[01;34m~/ASDfR/ros2_ws/src/timing/launch $[00m ros2 launch assignment23.py[7Pcd src/timing/launchros2 launch assignment23.py
[INFO] [launch]: All log files can be found below /home/asdfr_04/.ros/log/2023-03-21-16-48-37-899875-asdfr-rpi-4-7321
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [Seq04-1]: process started with pid [7324]
[INFO] [Loop04-2]: process started with pid [7325]
[Seq04-1] [INFO] [1679413721.285432764] [seq04]: Loop04 topic received: '74
[Seq04-1] [INFO] [1679413721.285868761] [seq04]: Publishing FROM SEQ04: '75
[Seq04-1] [INFO] [1679413721.287273400] [seq04]: Publishing FROM SEQ04: '76
[Seq04-1] [INFO] [1679413721.291379242] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.291803147] [seq04]: Publishing FROM SEQ04: '77
[Seq04-1] [INFO] [1679413721.293162545] [seq04]: Publishing FROM SEQ04: '78
[Seq04-1] [INFO] [1679413721.295808805] [seq04]: Loop04 topic received: '78
[Seq04-1] [INFO] [1679413721.299536076] [seq04]: Publishing FROM SEQ04: '79
[Seq04-1] [INFO] [1679413721.300891956] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.301362286] [seq04]: Publishing FROM SEQ04: '80
[Seq04-1] [INFO] [1679413721.306151513] [seq04]: Publishing FROM SEQ04: '81
[Seq04-1] [INFO] [1679413721.307776317] [seq04]: Loop04 topic received: '81
[Seq04-1] [INFO] [1679413721.308066074] [seq04]: Publishing FROM SEQ04: '82
[Seq04-1] [INFO] [1679413721.313825406] [seq04]: Publishing FROM SEQ04: '83
[Seq04-1] [INFO] [1679413721.315253951] [seq04]: Loop04 topic received: '82
[Seq04-1] [INFO] [1679413721.315621727] [seq04]: Publishing FROM SEQ04: '84
[Seq04-1] [INFO] [1679413721.320397435] [seq04]: Publishing FROM SEQ04: '85
[Seq04-1] [INFO] [1679413721.321960277] [seq04]: Loop04 topic received: '85
[Seq04-1] [INFO] [1679413721.322245793] [seq04]: Publishing FROM SEQ04: '86
[Seq04-1] [INFO] [1679413721.326430802] [seq04]: Publishing FROM SEQ04: '87
[Seq04-1] [INFO] [1679413721.330827420] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.331167826] [seq04]: Publishing FROM SEQ04: '88
[Seq04-1] [INFO] [1679413721.334704857] [seq04]: Publishing FROM SEQ04: '89
[Seq04-1] [INFO] [1679413721.338122834] [seq04]: Loop04 topic received: '89
[Seq04-1] [INFO] [1679413721.338626868] [seq04]: Publishing FROM SEQ04: '90
[Seq04-1] [INFO] [1679413721.344962603] [seq04]: Publishing FROM SEQ04: '91
[Seq04-1] [INFO] [1679413721.346083484] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.346363871] [seq04]: Publishing FROM SEQ04: '92
[Seq04-1] [INFO] [1679413721.348738374] [seq04]: Publishing FROM SEQ04: '93
[Seq04-1] [INFO] [1679413721.352725162] [seq04]: Loop04 topic received: '93
[Seq04-1] [INFO] [1679413721.353066289] [seq04]: Publishing FROM SEQ04: '94
[Seq04-1] [INFO] [1679413721.355771085] [seq04]: Publishing FROM SEQ04: '95
[Seq04-1] [INFO] [1679413721.361299159] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.361715675] [seq04]: Publishing FROM SEQ04: '96
[Seq04-1] [INFO] [1679413721.365193577] [seq04]: Publishing FROM SEQ04: '97
[Seq04-1] [INFO] [1679413721.368822960] [seq04]: Loop04 topic received: '97
[Seq04-1] [INFO] [1679413721.369158421] [seq04]: Publishing FROM SEQ04: '98
[Seq04-1] [INFO] [1679413721.374066184] [seq04]: Publishing FROM SEQ04: '99
[Seq04-1] [INFO] [1679413721.375171177] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.375454656] [seq04]: Publishing FROM SEQ04: '100
[Seq04-1] [INFO] [1679413721.376919369] [seq04]: Publishing FROM SEQ04: '101
[Seq04-1] [INFO] [1679413721.382349665] [seq04]: Loop04 topic received: '101
[Seq04-1] [INFO] [1679413721.382762051] [seq04]: Publishing FROM SEQ04: '102
[Seq04-1] [INFO] [1679413721.391661436] [seq04]: Publishing FROM SEQ04: '103
[Seq04-1] [INFO] [1679413721.393135333] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.393641774] [seq04]: Publishing FROM SEQ04: '104
[Seq04-1] [INFO] [1679413721.395187764] [seq04]: Publishing FROM SEQ04: '105
[Seq04-1] [INFO] [1679413721.397276213] [seq04]: Loop04 topic received: '105
[Seq04-1] [INFO] [1679413721.398302891] [seq04]: Publishing FROM SEQ04: '106
[Seq04-1] [INFO] [1679413721.399696067] [seq04]: Loop04 topic received: '106
[Seq04-1] [INFO] [1679413721.399971676] [seq04]: Publishing FROM SEQ04: '107
[Seq04-1] [INFO] [1679413721.404986105] [seq04]: Publishing FROM SEQ04: '108
[Seq04-1] [INFO] [1679413721.406055579] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.406334115] [seq04]: Publishing FROM SEQ04: '109
[Seq04-1] [INFO] [1679413721.407976992] [seq04]: Publishing FROM SEQ04: '110
[Seq04-1] [INFO] [1679413721.412308352] [seq04]: Loop04 topic received: '110
[Seq04-1] [INFO] [1679413721.412724831] [seq04]: Publishing FROM SEQ04: '111
[Seq04-1] [INFO] [1679413721.414179728] [seq04]: Publishing FROM SEQ04: '112
[Seq04-1] [INFO] [1679413721.418623976] [seq04]: Loop04 topic received: '112
[Seq04-1] [INFO] [1679413721.418966937] [seq04]: Publishing FROM SEQ04: '113
[Seq04-1] [INFO] [1679413721.420256595] [seq04]: Publishing FROM SEQ04: '114
[Seq04-1] [INFO] [1679413721.425678077] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.426012130] [seq04]: Publishing FROM SEQ04: '115
[Seq04-1] [INFO] [1679413721.430348915] [seq04]: Publishing FROM SEQ04: '116
[Seq04-1] [INFO] [1679413721.433114008] [seq04]: Loop04 topic received: '116
[Seq04-1] [INFO] [1679413721.436052433] [seq04]: Publishing FROM SEQ04: '117
[Seq04-1] [INFO] [1679413721.437079796] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.437352368] [seq04]: Publishing FROM SEQ04: '118
[Seq04-1] [INFO] [1679413721.441137695] [seq04]: Publishing FROM SEQ04: '119
[Seq04-1] [INFO] [1679413721.442670851] [seq04]: Loop04 topic received: '119
[Seq04-1] [INFO] [1679413721.442957793] [seq04]: Publishing FROM SEQ04: '120
[Seq04-1] [INFO] [1679413721.450829870] [seq04]: Publishing FROM SEQ04: '121
[Seq04-1] [INFO] [1679413721.452283323] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.452649135] [seq04]: Publishing FROM SEQ04: '122
[Seq04-1] [INFO] [1679413721.457169623] [seq04]: Publishing FROM SEQ04: '123
[Seq04-1] [INFO] [1679413721.458859316] [seq04]: Loop04 topic received: '123
[Seq04-1] [INFO] [1679413721.459152443] [seq04]: Publishing FROM SEQ04: '124
[Seq04-1] [INFO] [1679413721.463160805] [seq04]: Publishing FROM SEQ04: '125
[Seq04-1] [INFO] [1679413721.464963349] [seq04]: Loop04 topic received: '125
[Seq04-1] [INFO] [1679413721.465297346] [seq04]: Publishing FROM SEQ04: '126
[Seq04-1] [INFO] [1679413721.469922185] [seq04]: Publishing FROM SEQ04: '127
[Seq04-1] [INFO] [1679413721.471350750] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.471715618] [seq04]: Publishing FROM SEQ04: '128
[Seq04-1] [INFO] [1679413721.472959054] [seq04]: Publishing FROM SEQ04: '129
[Seq04-1] [INFO] [1679413721.477973409] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.478312870] [seq04]: Publishing FROM SEQ04: '130
[Seq04-1] [INFO] [1679413721.479829563] [seq04]: Publishing FROM SEQ04: '131
[Seq04-1] [INFO] [1679413721.486302686] [seq04]: Loop04 topic received: '131
[Seq04-1] [INFO] [1679413721.486721331] [seq04]: Publishing FROM SEQ04: '132
[Seq04-1] [INFO] [1679413721.487950471] [seq04]: Publishing FROM SEQ04: '133
[Seq04-1] [INFO] [1679413721.490745693] [seq04]: Loop04 topic received: '133
[Seq04-1] [INFO] [1679413721.491075987] [seq04]: Publishing FROM SEQ04: '134
[Seq04-1] [INFO] [1679413721.494167263] [seq04]: Publishing FROM SEQ04: '135
[Seq04-1] [INFO] [1679413721.495703511] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.495987621] [seq04]: Publishing FROM SEQ04: '136
[Seq04-1] [INFO] [1679413721.500158648] [seq04]: Publishing FROM SEQ04: '137
[Seq04-1] [INFO] [1679413721.501935469] [seq04]: Loop04 topic received: '137
[Seq04-1] [INFO] [1679413721.502271856] [seq04]: Publishing FROM SEQ04: '138
[Seq04-1] [INFO] [1679413721.508421889] [seq04]: Publishing FROM SEQ04: '139
[Seq04-1] [INFO] [1679413721.511712385] [seq04]: Loop04 topic received: '139
[Seq04-1] [INFO] [1679413721.512051623] [seq04]: Publishing FROM SEQ04: '140
[Seq04-1] [INFO] [1679413721.520001162] [seq04]: Publishing FROM SEQ04: '141
[Seq04-1] [INFO] [1679413721.521955149] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.522306776] [seq04]: Publishing FROM SEQ04: '142
[Seq04-1] [INFO] [1679413721.527178318] [seq04]: Publishing FROM SEQ04: '143
[Seq04-1] [INFO] [1679413721.528766011] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.529087805] [seq04]: Publishing FROM SEQ04: '144
[Seq04-1] [INFO] [1679413721.530339130] [seq04]: Publishing FROM SEQ04: '145
[Seq04-1] [INFO] [1679413721.534874117] [seq04]: Loop04 topic received: '145
[Seq04-1] [INFO] [1679413721.535250467] [seq04]: Publishing FROM SEQ04: '146
[Seq04-1] [INFO] [1679413721.537120954] [seq04]: Publishing FROM SEQ04: '147
[Seq04-1] [INFO] [1679413721.541537054] [seq04]: Loop04 topic received: '147
[Seq04-1] [INFO] [1679413721.541967292] [seq04]: Publishing FROM SEQ04: '148
[Seq04-1] [INFO] [1679413721.543198321] [seq04]: Publishing FROM SEQ04: '149
[Seq04-1] [INFO] [1679413721.550287125] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.550705122] [seq04]: Publishing FROM SEQ04: '150
[Seq04-1] [INFO] [1679413721.551947336] [seq04]: Publishing FROM SEQ04: '151
[Seq04-1] [INFO] [1679413721.556068586] [seq04]: Loop04 topic received: '150
[Seq04-1] [INFO] [1679413721.556429398] [seq04]: Publishing FROM SEQ04: '152
[Seq04-1] [INFO] [1679413721.558166720] [seq04]: Publishing FROM SEQ04: '153
[Seq04-1] [INFO] [1679413721.562703393] [seq04]: Loop04 topic received: '153
[Seq04-1] [INFO] [1679413721.563060927] [seq04]: Publishing FROM SEQ04: '154
[Seq04-1] [INFO] [1679413721.564822989] [seq04]: Publishing FROM SEQ04: '155
[Seq04-1] [INFO] [1679413721.566006963] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.566330183] [seq04]: Publishing FROM SEQ04: '156
[Seq04-1] [INFO] [1679413721.571140706] [seq04]: Publishing FROM SEQ04: '157
[Seq04-1] [INFO] [1679413721.572717270] [seq04]: Loop04 topic received: '157
[Seq04-1] [INFO] [1679413721.573119748] [seq04]: Publishing FROM SEQ04: '158
[Seq04-1] [INFO] [1679413721.577483663] [seq04]: Publishing FROM SEQ04: '159
[Seq04-1] [INFO] [1679413721.581005880] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.581294693] [seq04]: Publishing FROM SEQ04: '160
[Seq04-1] [INFO] [1679413721.585891625] [seq04]: Publishing FROM SEQ04: '161
[Seq04-1] [INFO] [1679413721.587181690] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.587518244] [seq04]: Publishing FROM SEQ04: '162
[Seq04-1] [INFO] [1679413721.591913010] [seq04]: Publishing FROM SEQ04: '163
[Seq04-1] [INFO] [1679413721.593310871] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.593669424] [seq04]: Publishing FROM SEQ04: '164
[Seq04-1] [INFO] [1679413721.596430054] [seq04]: Publishing FROM SEQ04: '165
[Seq04-1] [INFO] [1679413721.599918660] [seq04]: Loop04 topic received: '165
[Seq04-1] [INFO] [1679413721.600255287] [seq04]: Publishing FROM SEQ04: '166
[Seq04-1] [INFO] [1679413721.606840354] [seq04]: Publishing FROM SEQ04: '167
[Seq04-1] [INFO] [1679413721.608621083] [seq04]: Loop04 topic received: '167
[Seq04-1] [INFO] [1679413721.608918359] [seq04]: Publishing FROM SEQ04: '168
[Seq04-1] [INFO] [1679413721.613258663] [seq04]: Publishing FROM SEQ04: '169
[Seq04-1] [INFO] [1679413721.614961651] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.615299538] [seq04]: Publishing FROM SEQ04: '170
[Seq04-1] [INFO] [1679413721.619951321] [seq04]: Publishing FROM SEQ04: '171
[Seq04-1] [INFO] [1679413721.621347719] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.621713143] [seq04]: Publishing FROM SEQ04: '172
[Seq04-1] [INFO] [1679413721.622932097] [seq04]: Publishing FROM SEQ04: '173
[Seq04-1] [INFO] [1679413721.626342167] [seq04]: Loop04 topic received: '173
[Seq04-1] [INFO] [1679413721.627860601] [seq04]: Publishing FROM SEQ04: '174
[Seq04-1] [INFO] [1679413721.630118790] [seq04]: Publishing FROM SEQ04: '175
[Seq04-1] [INFO] [1679413721.635064071] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.635406939] [seq04]: Publishing FROM SEQ04: '176
[Seq04-1] [INFO] [1679413721.637087780] [seq04]: Publishing FROM SEQ04: '177
[Seq04-1] [INFO] [1679413721.642856389] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.643214831] [seq04]: Publishing FROM SEQ04: '178
[Seq04-1] [INFO] [1679413721.645330409] [seq04]: Publishing FROM SEQ04: '179
[Seq04-1] [INFO] [1679413721.649940730] [seq04]: Loop04 topic received: '179
[Seq04-1] [INFO] [1679413721.650282820] [seq04]: Publishing FROM SEQ04: '180
[Seq04-1] [INFO] [1679413721.651995568] [seq04]: Publishing FROM SEQ04: '181
[Seq04-1] [INFO] [1679413721.656319409] [seq04]: Loop04 topic received: '181
[Seq04-1] [INFO] [1679413721.657260736] [seq04]: Publishing FROM SEQ04: '182
[Seq04-1] [INFO] [1679413721.665354441] [seq04]: Publishing FROM SEQ04: '183
[Seq04-1] [INFO] [1679413721.666420248] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.666864671] [seq04]: Publishing FROM SEQ04: '184
[Seq04-1] [INFO] [1679413721.671059384] [seq04]: Publishing FROM SEQ04: '185
[Seq04-1] [INFO] [1679413721.672639428] [seq04]: Loop04 topic received: '185
[Seq04-1] [INFO] [1679413721.672939334] [seq04]: Publishing FROM SEQ04: '186
[Seq04-1] [INFO] [1679413721.675299151] [seq04]: Publishing FROM SEQ04: '187
[Seq04-1] [INFO] [1679413721.679227162] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.679646770] [seq04]: Publishing FROM SEQ04: '188
[Seq04-1] [INFO] [1679413721.682240493] [seq04]: Publishing FROM SEQ04: '189
[Seq04-1] [INFO] [1679413721.685884247] [seq04]: Loop04 topic received: '189
[Seq04-1] [INFO] [1679413721.686219781] [seq04]: Publishing FROM SEQ04: '190
[Seq04-1] [INFO] [1679413721.687690253] [seq04]: Publishing FROM SEQ04: '191
[Seq04-1] [INFO] [1679413721.691460709] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.692501554] [seq04]: Publishing FROM SEQ04: '192
[Seq04-1] [INFO] [1679413721.696671692] [seq04]: Loop04 topic received: '192
[Seq04-1] [INFO] [1679413721.697034523] [seq04]: Publishing FROM SEQ04: '193
[Seq04-1] [INFO] [1679413721.701265069] [seq04]: Publishing FROM SEQ04: '194
[Seq04-1] [INFO] [1679413721.705667335] [seq04]: Loop04 topic received: '194
[Seq04-1] [INFO] [1679413721.706028462] [seq04]: Publishing FROM SEQ04: '195
[Seq04-1] [INFO] [1679413721.707800654] [seq04]: Publishing FROM SEQ04: '196
[Seq04-1] [INFO] [1679413721.709965806] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.710352933] [seq04]: Publishing FROM SEQ04: '197
[Seq04-1] [INFO] [1679413721.714144834] [seq04]: Publishing FROM SEQ04: '198
[Seq04-1] [INFO] [1679413721.719144152] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.719491742] [seq04]: Publishing FROM SEQ04: '199
[Seq04-1] [INFO] [1679413721.721043583] [seq04]: Publishing FROM SEQ04: '200
[Seq04-1] [INFO] [1679413721.725947939] [seq04]: Loop04 topic received: '200
[Seq04-1] [INFO] [1679413721.726286474] [seq04]: Publishing FROM SEQ04: '201
[Seq04-1] [INFO] [1679413721.727791279] [seq04]: Publishing FROM SEQ04: '202
[Seq04-1] [INFO] [1679413721.728724439] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.728987326] [seq04]: Publishing FROM SEQ04: '203
[Seq04-1] [INFO] [1679413721.734788898] [seq04]: Publishing FROM SEQ04: '204
[Seq04-1] [INFO] [1679413721.736157666] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.736493294] [seq04]: Publishing FROM SEQ04: '205
[Seq04-1] [INFO] [1679413721.741647055] [seq04]: Publishing FROM SEQ04: '206
[Seq04-1] [INFO] [1679413721.742918399] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.743253193] [seq04]: Publishing FROM SEQ04: '207
[Seq04-1] [INFO] [1679413721.747727662] [seq04]: Publishing FROM SEQ04: '208
[Seq04-1] [INFO] [1679413721.749008506] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.749388022] [seq04]: Publishing FROM SEQ04: '209
[Seq04-1] [INFO] [1679413721.756282364] [seq04]: Publishing FROM SEQ04: '210
[Seq04-1] [INFO] [1679413721.757782002] [seq04]: Loop04 topic received: '210
[Seq04-1] [INFO] [1679413721.758066333] [seq04]: Publishing FROM SEQ04: '211
[Seq04-1] [INFO] [1679413721.761709161] [seq04]: Publishing FROM SEQ04: '212
[Seq04-1] [INFO] [1679413721.762714321] [seq04]: Loop04 topic received: '-1
[Seq04-1] [INFO] [1679413721.762993041] [seq04]: Publishing FROM SEQ04: '213
[Seq04-1] [INFO] [1679413721.765659801] [seq04]: Publishing FROM SEQ04: '214
[Seq04-1] [INFO] [1679413721.770018364] [seq04]: Loop04 topic received: '214
[Seq04-1] [INFO] [1679413721.770358954] [seq04]: Publishing FROM SEQ04: '215
[Seq04-1] [INFO] [1679413721.772030221] [seq04]: Publishing FROM SEQ04: '216
[Seq04-1] [INFO] [1679413721.776333951] [seq04]: Loop04 topic received: '216
